date,close,volume,open,high,low
2017-01-10,39.795,51152800,39.83,39.90,39.4772
2017-01-11,39.951,59725340,39.683,39.975,39.4755
2017-01-12,40.682,97315960,40.0155,40.7065,39.975
2017-01-13,40.857,75542700,40.716,41.0825,40.57
2017-01-17,40.486,73362220,40.785,40.80,40.172
2017-01-18,40.374,46897580,40.475,40.5865,40.2135
2017-01-19,40.452,50591380,40.50,40.6755,40.366
2017-01-20,40.4165,67463660,40.764,40.801,40.313
2017-01-23,40.894,55884560,40.34,40.925,40.254
2017-01-24,41.122,59355060,41.10,41.1995,40.725
2017-01-25,41.826,78629500,41.2895,41.8709,41.2644
2017-01-26,41.9575,71427900,41.7765,42.192,41.65
2017-01-27,41.7885,59894000,41.95,41.985,41.472
2017-01-30,41.519,73628820,41.65,41.675,40.819
2017-01-31,41.174,62585380,41.1875,41.3495,40.978
2017-02-01,41.6175,76626380,41.4605,41.689,41.247
2017-02-02,41.9975,140861900,41.8295,42.1245,41.413
2017-02-03,40.51,217112200,40.336,40.915,40.20
2017-02-06,40.382,76545680,40.49,40.536,40.15
2017-02-07,40.625,69276840,40.4655,40.808,40.375
2017-02-08,40.9855,57121160,40.6345,41.074,40.625
2017-02-09,41.068,49649280,41.08,41.25,40.9855
2017-02-10,41.373,48556340,41.191,41.40,41.1425
2017-02-13,41.8265,83350420,41.581,42.15,41.4275
2017-02-14,41.8195,55787540,41.85,41.9155,41.5726
2017-02-15,42.135,59209380,41.70,42.1405,41.641
2017-02-16,42.207,54211900,42.092,42.25,41.9688
2017-02-17,42.2535,60732320,42.10,42.3635,42.0365
2017-02-21,42.822,70132420,42.442,42.899,42.3625
2017-02-22,42.7805,52307700,42.8475,42.9215,42.609
2017-02-23,42.6095,69185740,42.8785,43.043,42.40
2017-02-24,42.262,73689460,42.2345,42.2905,41.8875
2017-02-27,42.432,54077100,42.119,42.625,41.9835
2017-02-28,42.252,55757840,42.5725,42.7045,42.1025
2017-03-01,42.654,55163380,42.6525,42.7415,42.4505
2017-03-02,42.4455,42600200,42.654,42.741,42.364
2017-03-03,42.494,38963900,42.36,42.5993,42.3135
2017-03-06,42.3305,52182780,42.2615,42.4245,42.056
2017-03-07,42.301,44924320,42.274,42.423,42.1875
2017-03-08,42.525,45739480,42.40,42.6535,42.3395
2017-03-09,42.65,40878640,42.55,42.82,42.5155
2017-03-10,42.623,48685080,42.85,42.8675,42.586
2017-03-13,42.7295,38138820,42.5885,42.7845,42.5855
2017-03-14,42.6265,42587160,42.6775,42.6875,42.3775
2017-03-15,42.6485,51194040,42.7165,42.7225,42.3555
2017-03-16,42.671,36830140,42.765,42.775,42.5255
2017-03-17,42.6155,67668460,42.6745,42.6915,42.532
2017-03-20,42.8485,45233980,42.5755,42.89,42.5505
2017-03-21,42.16,87538540,42.942,43.1397,42.0655
2017-03-22,42.403,53044500,42.0215,42.4685,41.9525
2017-03-23,42.369,38952540,42.41,42.5445,42.24
2017-03-24,42.2805,42716240,42.584,42.59,42.1765
2017-03-27,42.341,55098060,41.9035,42.515,41.675
2017-03-28,42.80,60742340,42.5875,42.923,42.505
2017-03-29,43.716,89582040,42.9525,43.8219,42.951
2017-03-30,43.817,55163080,43.7475,43.853,43.583
2017-03-31,44.327,78985660,43.85,44.5175,43.8325
2017-04-03,44.5755,68379960,44.40,44.6745,44.271
2017-04-04,45.3415,99534720,44.575,45.4269,44.514
2017-04-05,45.464,149944580,45.541,46.186,45.281
2017-04-06,44.914,126763660,45.69,45.8595,44.7246
2017-04-07,44.744,74167340,44.9825,45.0045,44.4655
2017-04-10,45.352,63619980,44.9815,45.4255,44.95
2017-04-11,45.118,60166140,45.352,45.562,44.875
2017-04-12,44.8115,49031500,45.1545,45.2045,44.7625
2017-04-13,44.2335,63380500,44.5725,44.7485,44.2245
2017-04-17,45.0995,56982900,44.375,45.119,44.375
2017-04-18,45.189,59932780,45.0495,45.4805,45.039
2017-04-19,44.96,57312060,45.392,45.525,44.8685
2017-04-20,45.103,56176740,44.985,45.266,44.8145
2017-04-21,44.9265,48173280,45.1335,45.1825,44.8385
2017-04-24,45.3705,62363080,45.434,45.4995,45.191
2017-04-25,45.381,67504780,45.352,45.474,45.15
2017-04-26,45.4645,52074400,45.515,45.7875,45.378
2017-04-27,45.919,103905860,45.7195,46.093,45.6055
2017-04-28,46.2495,147098320,47.4415,47.4795,46.2167
2017-05-01,47.4115,109189080,46.39,47.72,46.39
2017-05-02,47.347,76291780,47.3323,47.505,47.0707
2017-05-03,47.0515,71562160,47.30,47.30,46.795
2017-05-04,46.8765,48269720,47.2375,47.25,46.7108
2017-05-05,46.7075,57279560,47.026,47.0395,46.515
2017-05-08,47.452,68139080,47.0475,47.4525,46.9605
2017-05-09,47.641,65127140,47.64,47.8945,47.51
2017-05-10,47.4475,41866680,47.675,47.6875,47.25
2017-05-11,47.381,43813560,47.2555,47.5145,47.0388
2017-05-12,48.0675,72452780,47.725,48.1395,47.5765
2017-05-15,47.8985,85232360,47.9365,48.1575,47.8028
2017-05-16,48.3035,62292800,48.05,48.503,48.0455
2017-05-17,47.238,102597740,47.735,48.0198,47.206
2017-05-18,47.9245,77974580,47.24,48.1375,47.238
2017-05-19,47.992,79351040,48.142,48.446,47.986
2017-05-22,48.5335,52637080,48.20,48.569,48.145
2017-05-23,48.577,48248120,48.751,48.76,48.3425
2017-05-24,49.0175,49119540,48.80,49.05,48.5115
2017-05-25,49.669,96346240,49.2425,49.95,49.1055
2017-05-26,49.789,69242640,49.75,49.9325,49.4625
2017-05-30,49.835,65124600,49.8255,50.06,49.776
2017-05-31,49.731,78274420,50.00,50.006,49.108
2017-06-01,49.7975,49028140,49.9295,49.9495,49.5685
2017-06-02,50.3365,74989780,49.9495,50.424,49.7835
2017-06-05,50.567,54345660,50.3615,50.6605,50.1755
2017-06-06,50.15,66837100,50.60,50.825,50.0625
2017-06-07,50.5035,56377600,50.2975,50.5125,50.10
2017-06-08,50.5135,55135920,50.603,50.6805,50.3055
2017-06-09,48.9155,152680760,50.625,50.6495,46.35
2017-06-12,48.2455,188741220,48.35,48.7975,47.25
2017-06-13,49.0395,91383660,48.8995,49.225,48.305
2017-06-14,48.8235,79308880,49.4295,49.517,48.3355
2017-06-15,48.2085,104606040,47.935,48.2865,47.543
2017-06-16,49.3855,228781600,49.80,49.9875,49.10
2017-06-19,49.7585,100395820,50.85,50.85,49.495
2017-06-20,49.6295,81383900,49.90,50.244,49.601
2017-06-21,50.1115,58334860,49.935,50.136,49.6326
2017-06-22,50.065,44995680,50.1115,50.348,49.86
2017-06-23,50.187,57530160,50.127,50.231,49.901
2017-06-26,49.699,67642520,50.425,50.49,49.60
2017-06-27,48.839,75197300,49.5345,49.94,48.80
2017-06-28,49.5165,74438740,48.9275,49.534,48.4605
2017-06-29,48.7965,85916560,48.95,49.378,48.2625
2017-06-30,48.40,67668720,49.006,49.1735,48.3805
2017-07-03,47.683,58182160,48.6395,48.7245,47.55
2017-07-05,48.57,72975300,48.0765,48.75,47.7625
2017-07-06,48.257,65148640,48.233,48.72,47.951
2017-07-07,48.938,51795560,48.4775,49.0055,48.457
2017-07-10,49.8235,70319360,49.25,49.972,49.175
2017-07-11,49.7065,59568440,49.65,49.7995,49.186
2017-07-12,50.3255,72104540,50.0325,50.4275,49.905
2017-07-13,50.0315,57557080,50.231,50.344,49.795
2017-07-14,50.0905,42018820,50.12,50.2225,49.8445
2017-07-17,50.502,73704120,50.2345,50.7375,50.1905
2017-07-18,51.2225,80045860,50.30,51.3015,50.20
2017-07-19,51.3435,59105260,51.25,51.5795,51.125
2017-07-20,51.435,61486000,51.5795,51.7485,51.1258
2017-07-21,51.2835,54536880,51.064,51.305,50.55
2017-07-24,51.9475,65552480,51.417,52.1505,51.3714
2017-07-25,51.9935,48897240,51.9025,52.1667,51.624
2017-07-26,52.64,57628460,52.16,52.66,52.16
2017-07-27,52.30,216607600,53.4775,54.1655,52.009
2017-07-28,51.002,153493380,50.607,51.6425,50.05
2017-07-31,49.389,146523540,50.9525,50.9525,49.351
2017-08-01,49.8095,90559580,49.8055,50.32,49.579
2017-08-02,49.7945,81225400,50.0885,50.1605,49.0865
2017-08-03,49.346,65053980,49.9735,49.975,49.2295
2017-08-04,49.379,54534780,49.484,49.5836,49.10
2017-08-07,49.6135,53403740,49.5325,49.75,49.357
2017-08-08,49.492,57721240,49.7175,49.814,49.2895
2017-08-09,49.1005,71362400,49.13,49.40,48.7635
2017-08-10,47.846,112003640,48.8148,48.993,47.734
2017-08-11,48.3995,69292300,48.00,48.5195,47.569
2017-08-14,49.165,63369220,48.9205,49.275,48.8095
2017-08-15,49.137,50889040,49.445,49.587,49.10
2017-08-16,48.909,62508160,49.0825,49.323,48.661
2017-08-17,48.0285,69121460,48.892,48.892,48.016
2017-08-18,47.9235,65505520,48.07,48.2715,47.7325
2017-08-21,47.6645,63137820,47.8785,48.06,47.273
2017-08-22,48.345,54915920,47.776,48.3965,47.7748
2017-08-23,47.90,52858720,47.969,48.10,47.71
2017-08-24,47.6225,103739860,47.871,47.95,47.057
2017-08-25,47.263,66332040,47.80,47.8811,47.205
2017-08-28,47.301,51529120,47.327,47.65,47.1125
2017-08-29,47.703,57431360,47.00,47.80,46.8165
2017-08-30,48.3795,57959380,47.922,48.4705,47.8453
2017-08-31,49.03,66293740,48.735,49.05,48.638
2017-09-01,48.9125,50675580,49.21,49.225,48.8438
2017-09-05,48.2635,59930020,48.77,48.8385,48.0185
2017-09-06,48.39,42507420,48.416,48.592,48.03
2017-09-07,48.9735,51250340,48.70,49.0295,48.6275
2017-09-08,48.295,51780760,48.955,48.994,48.1735
2017-09-11,48.898,43439960,48.723,49.097,48.711
2017-09-12,49.129,49511140,49.1635,49.2336,48.7759
2017-09-13,49.98,67204940,49.1985,50.00,48.971
2017-09-14,49.6105,77991160,49.84,49.928,49.387
2017-09-15,49.3395,74990240,49.6505,49.8125,49.2015
2017-09-18,48.7095,68014020,49.52,49.6396,48.4085
2017-09-19,48.493,52594420,48.8625,48.912,48.373
2017-09-20,48.6605,55045120,48.5895,48.7405,48.1081
2017-09-21,48.2325,45527480,48.5655,48.585,48.101
2017-09-22,47.755,52588660,48.0505,48.2805,47.721
2017-09-25,46.9895,102301940,47.4655,47.471,46.6445
2017-09-26,46.93,70086900,47.2745,47.4315,46.5875
2017-09-27,47.5435,62906200,47.40,47.765,47.165
2017-09-28,47.82,50425700,47.593,47.985,47.5051
2017-09-29,48.0675,50183880,48.0055,48.2415,47.9188
2017-10-02,47.9595,48511700,48.20,48.3653,47.606
2017-10-03,47.855,53285800,47.90,48.1845,47.5185
2017-10-04,48.2725,50370180,47.7105,48.3895,47.7025
2017-10-05,49.0425,64401600,48.50,49.0755,48.482
2017-10-06,49.479,74948160,48.782,49.7875,48.782
2017-10-09,49.5495,58721460,49.662,49.925,49.375
2017-10-10,49.36,61658580,49.8335,49.8975,49.005
2017-10-11,49.75,46701240,49.5635,49.775,49.3348
2017-10-12,50.0465,81661520,49.8405,50.422,49.62
2017-10-13,50.147,48583500,50.35,50.3885,50.0515
2017-10-16,50.317,40096320,50.422,50.4786,50.052
2017-10-17,50.4565,46375240,50.2795,50.5735,50.219
2017-10-18,49.85,49936960,50.4635,51.1155,49.8275
2017-10-19,49.3305,61689180,49.50,49.5525,49.012
2017-10-20,49.1455,46871120,49.6765,49.731,49.10
2017-10-23,48.315,69642460,49.3365,49.3388,48.125
2017-10-24,48.795,54265240,48.45,48.9925,48.25
2017-10-25,48.6455,60587900,48.90,49.222,48.312
2017-10-26,48.6215,107857120,49.0165,49.145,48.4275
2017-10-27,55.0475,330959000,52.907,55.279,52.5275
2017-10-30,55.5425,132164880,54.7505,56.1395,54.678
2017-10-31,55.264,69497720,55.45,55.527,55.056
2017-11-01,55.184,74863780,55.27,55.4485,54.837
2017-11-02,54.711,73668940,54.8905,55.0968,54.3435
2017-11-03,55.58,74782820,54.5575,55.634,54.426
2017-11-06,56.033,66620640,55.4575,56.2705,55.4385
2017-11-07,56.1585,53682500,56.237,56.53,55.875
2017-11-08,56.644,51519120,56.141,56.777,55.9555
2017-11-09,56.4565,74589160,56.298,56.481,55.7885
2017-11-10,56.2675,43573400,56.305,56.5875,56.203
2017-11-13,56.4585,58267520,56.15,56.995,56.117
2017-11-14,56.842,62726140,56.5055,56.90,56.1945
2017-11-15,56.3345,78343640,56.3505,56.5875,56.0815
2017-11-16,56.8645,44209080,56.508,56.908,56.5025
2017-11-17,56.494,47203480,56.914,56.94,56.2905
2017-11-20,56.3155,42923660,56.4885,56.671,56.1275
2017-11-21,56.9745,49228320,56.643,57.00,56.41
2017-11-22,57.808,70989060,57.05,58.0135,57.05
2017-11-24,59.30,70560220,58.035,59.342,58.035
2017-11-27,59.7915,134367700,60.133,60.6705,59.5575
2017-11-28,59.68,90961280,60.244,60.267,59.4261
2017-11-29,58.0635,184843620,59.74,59.74,57.2595
2017-11-30,58.8375,89449080,58.355,58.9285,58.00
2017-12-01,58.1175,82023500,58.6025,58.9825,57.60
2017-12-04,56.6975,118539400,58.6925,58.76,56.40
2017-12-05,57.0785,81496920,56.413,57.9635,56.237
2017-12-06,57.6175,55550480,56.8995,57.7945,56.804
2017-12-07,57.9895,50176260,57.8295,58.1595,57.55
2017-12-08,58.10,59585560,58.52,58.6395,57.855
2017-12-11,58.446,47201360,58.23,58.495,57.85
2017-12-12,58.254,44176240,58.3255,58.68,58.0805
2017-12-13,58.2065,51774800,58.50,58.5435,58.0135
2017-12-14,58.713,62405300,58.1855,58.8965,58.1225
2017-12-15,58.957,95500180,58.9515,59.1375,58.4665
2017-12-18,59.529,58865040,59.3685,59.739,59.0455
2017-12-19,59.369,51491560,59.4575,59.6485,58.957
2017-12-20,58.881,47299680,59.525,59.55,58.80
2017-12-21,58.738,41102060,58.795,58.9585,58.382
2017-12-22,58.418,31516900,58.604,58.731,58.3915
2017-12-26,58.838,39778120,58.418,58.916,58.0275
2017-12-27,59.113,37323420,58.9955,59.3645,58.7805
2017-12-28,59.305,36770980,59.45,59.505,59.219
2017-12-29,58.4735,53562440,59.1175,59.20,58.375
2018-01-02,59.4505,53479160,58.60,59.50,58.5255
2018-01-03,60.21,61883500,59.415,60.2745,59.415
2018-01-04,60.4795,60319940,60.25,60.7935,60.233
2018-01-05,61.457,70725980,60.8755,61.457,60.50
2018-01-08,62.3435,85402420,61.80,62.654,61.6015
2018-01-09,62.635,73144860,62.845,62.9665,62.088
2018-01-10,62.7165,53596640,62.2575,62.7165,61.8615
2018-01-11,63.834,62080620,62.987,63.8385,62.823
2018-01-12,65.26,108690940,63.6696,65.288,63.6696
2018-01-16,65.243,143100520,66.15,66.997,64.615
2018-01-17,64.75,104812680,65.612,65.70,64.044
2018-01-18,64.666,80432800,64.6975,65.23,64.201
2018-01-19,64.729,89102160,65.60,65.65,64.6495
2018-01-22,66.3655,82524700,64.8585,66.3725,64.8332
2018-01-23,68.127,102613460,66.9045,68.245,66.867
2018-01-24,67.8755,135625940,68.741,69.408,66.90
2018-01-25,68.8975,94829460,68.40,68.917,67.881
2018-01-26,70.1025,96513640,69.6005,70.1265,69.0455
2018-01-29,70.884,113803360,70.459,71.5695,70.022
2018-01-30,71.891,116048300,70.1585,71.9625,69.60
2018-01-31,72.5445,127723700,72.565,73.629,72.502
2018-02-01,69.50,179700800,72.25,72.994,69.2571
2018-02-02,71.4975,220286800,73.8695,74.90,70.70
2018-02-05,69.50,228450400,70.131,72.949,66.036
2018-02-06,72.142,218751000,68.073,72.1995,67.5895
2018-02-07,70.839,142522560,72.45,73.0495,70.7575
2018-02-08,67.525,169927100,71.4838,71.6876,67.497
2018-02-09,66.98,282573400,68.6745,69.175,63.2965
2018-02-12,69.3115,134360740,68.2335,69.6905,67.2005
2018-02-13,70.7255,117616460,69.2965,70.986,69.1765
2018-02-14,72.5525,118807840,70.3125,72.603,70.168
2018-02-15,73.088,112697460,73.3445,73.447,71.8418
2018-02-16,72.4345,89280960,72.8685,73.29,72.328
2018-02-20,73.4175,129470400,72.3245,74.4385,72.3245
2018-02-21,74.146,125401700,74.25,75.1745,73.946
2018-02-22,74.267,96125340,74.768,75.127,73.788
2018-02-23,75.00,87908860,74.767,75.00,74.325
2018-02-26,76.0975,98893580,75.46,76.142,75.35
2018-02-27,75.599,95823340,76.225,76.339,75.3605
2018-02-28,75.6225,89973760,75.9755,76.435,75.60
2018-03-01,74.6725,136409240,75.68,75.9245,73.25
2018-03-02,75.0125,131479460,73.455,75.0525,72.7505
2018-03-05,76.1805,103842380,74.712,76.269,74.05
2018-03-06,76.882,88662100,76.66,77.1065,76.40
2018-03-07,77.25,83296580,76.326,77.295,76.1255
2018-03-08,77.593,77658080,77.50,77.744,77.2625
2018-03-09,78.9445,90173000,78.175,78.947,77.954
2018-03-12,79.9195,102922980,79.63,80.2665,79.335
2018-03-13,79.409,130286720,80.798,80.877,78.9005
2018-03-14,79.55,84733100,79.85,80.3222,79.5445
2018-03-15,79.116,81153880,79.75,79.8455,78.9055
2018-03-16,78.584,105836960,79.1725,79.472,78.375
2018-03-19,77.2465,128128260,77.7265,78.083,76.2675
2018-03-20,79.3255,91093500,77.517,79.35,77.2705
2018-03-21,79.093,94817680,79.3225,79.50,78.1585
2018-03-22,77.246,124267580,78.2735,78.6925,77.12
2018-03-23,74.778,159553100,76.9505,77.451,74.768
2018-03-26,77.793,111844000,76.50,77.8495,74.9625
2018-03-27,74.8525,137745480,78.62,78.7982,74.116
2018-03-28,71.571,273607400,72.35,72.795,69.3085
2018-03-29,72.367,251400400,70.30,72.7735,68.26
2018-04-02,68.5995,208651200,70.881,71.0679,67.75
2018-04-03,69.6025,204258800,69.569,70.70,67.7665
2018-04-04,70.5285,138849700,67.912,70.7695,67.644
2018-04-05,72.5875,126110260,72.0995,72.9779,71.3535
2018-04-06,70.2615,116775160,71.4985,72.6251,70.013
2018-04-09,70.304,83871280,71.2515,71.924,70.1286
2018-04-10,71.811,85167160,71.5995,71.919,70.785
2018-04-11,71.3525,70888980,71.972,72.4388,71.2445
2018-04-12,72.425,62338780,71.975,72.606,71.753
2018-04-13,71.5395,72751720,72.4568,72.989,71.226
2018-04-16,72.075,55476720,72.25,72.35,71.374
2018-04-17,75.1915,100170640,73.1148,75.3595,72.8511
2018-04-18,76.392,101833540,75.7325,76.69,75.2055
2018-04-19,77.8455,129679340,77.161,78.426,76.953
2018-04-20,76.3745,110412840,78.06,78.06,75.8047
2018-04-23,75.893,88956020,77.3347,77.40,75.1705
2018-04-24,73.0045,149401180,76.79,76.975,72.4224
2018-04-25,73.0085,127319780,72.90,73.4995,70.751
2018-04-26,75.898,166197280,74.2505,76.471,73.925
2018-04-27,78.631,260508600,81.7005,81.905,78.3693
2018-04-30,78.3065,108425640,79.125,79.80,78.0471
2018-05-01,79.113,91033220,78.161,79.25,77.609
2018-05-02,78.484,85044600,79.049,79.425,78.318
2018-05-03,78.6038,84717700,78.0005,78.74,77.301
2018-05-04,79.0475,68281760,78.1225,79.245,78.1095
2018-05-07,80.007,75867520,79.4669,80.3475,79.3915
2018-05-08,79.6195,60670520,79.75,79.844,79.1255
2018-05-09,80.40,72573220,80.00,80.40,79.60
2018-05-10,80.454,55707880,80.4237,80.78,80.172
2018-05-11,80.1455,45171660,80.5495,80.555,79.8946
2018-05-14,80.077,49206040,80.20,80.559,80.0025
2018-05-15,78.806,101328400,79.3902,79.3902,78.261
2018-05-16,79.364,50709160,78.875,79.7215,78.8335
2018-05-17,79.088,42624760,79.028,79.702,78.65
2018-05-18,78.7185,52251280,79.0665,79.1795,78.605
2018-05-21,79.273,56813100,79.25,79.6025,78.75
2018-05-22,79.07,41074660,79.4945,79.4945,78.7625
2018-05-23,80.093,66970800,78.5525,80.093,78.317
2018-05-24,80.1535,67675760,79.9015,80.412,79.419
2018-05-25,80.5075,52495680,80.15,80.706,80.0224
2018-05-29,80.6435,76747620,80.0355,81.0895,80.0075
2018-05-30,81.2445,57854080,80.905,81.30,80.6465
2018-05-31,81.481,63152440,81.15,81.75,81.0675
2018-06-01,82.077,66049320,81.8515,82.3365,81.7545
2018-06-04,83.2635,63567740,82.445,83.284,82.2745
2018-06-05,84.8175,94665500,83.6495,84.95,83.503
2018-06-06,84.7875,109320640,85.2255,85.725,84.3235
2018-06-07,84.465,75122560,84.9279,84.995,83.8053
2018-06-08,84.1995,58980400,84.056,84.472,83.6505
2018-06-11,84.456,46357620,84.0755,84.7122,84.0296
2018-06-12,84.9375,44061120,84.65,84.9755,84.5762
2018-06-13,85.243,66305160,85.1405,85.6875,85.006
2018-06-14,86.193,63142540,85.674,86.24,85.4435
2018-06-15,85.7985,94582020,85.70,86.0435,85.426
2018-06-18,86.1895,61882200,85.313,86.337,85.128
2018-06-19,86.739,85569920,85.452,86.8055,85.0195
2018-06-20,87.504,86416720,87.125,88.1465,87.068
2018-06-21,86.511,98263540,88.00,88.155,85.878
2018-06-22,85.7835,81001180,87.131,87.15,85.595
2018-06-25,83.1575,149896360,85.1255,85.25,82.3154
2018-06-26,84.5545,85906400,83.6185,85.0783,83.167
2018-06-27,83.0255,95577440,85.4055,85.5975,83.00
2018-06-28,85.0725,90435760,83.627,85.275,83.0587
2018-06-29,84.99,89733600,85.85,86.1705,84.7158
2018-07-02,85.689,63612800,84.135,85.6945,83.903
2018-07-03,84.698,43545520,86.198,86.25,84.624
2018-07-05,84.9865,59480940,85.269,85.5345,84.1075
2018-07-06,85.5315,51729000,84.80,85.7634,84.5835
2018-07-09,86.951,58523880,86.2025,86.978,85.8115
2018-07-10,87.1535,59546200,86.9265,87.50,86.55
2018-07-11,87.75,63344180,86.8995,87.848,86.70
2018-07-12,89.831,90225480,88.2255,89.90,88.109
2018-07-13,90.6515,87636040,90.1965,90.765,89.7613
2018-07-16,91.1245,108518320,91.0975,92.0975,90.7225
2018-07-17,92.1965,113214100,90.578,92.5845,89.8692
2018-07-18,92.146,97024160,92.40,92.944,91.5635
2018-07-19,90.6485,91801260,91.473,92.05,90.5635
2018-07-20,90.685,77588960,91.2505,91.742,90.503
2018-07-23,90.10,77178060,90.6105,90.95,88.4995
2018-07-24,91.462,84566800,91.4505,92.00,90.4691
2018-07-25,93.1805,73153280,91.465,93.192,91.132
2018-07-26,90.40,192747980,91.95,92.234,90.225
2018-07-27,90.8635,193400840,93.8025,94.0025,90.3265
2018-07-30,88.961,130854240,91.3665,91.475,88.301
2018-07-31,88.872,114328980,89.3245,90.0915,86.966
2018-08-01,89.8585,82782880,89.20,89.9218,88.801
2018-08-02,91.7165,86758220,89.4385,91.828,89.30
2018-08-03,91.1645,69094360,91.8872,92.05,91.0751
2018-08-06,92.3875,67679420,91.2905,92.3885,90.946
2018-08-07,93.124,66655780,92.7265,93.486,92.3134
2018-08-08,94.326,78449240,93.05,94.5755,92.725
2018-08-09,94.926,96887260,94.10,95.7285,93.874
2018-08-10,94.315,72474680,94.4255,94.975,93.9106
2018-08-13,94.81,110169620,94.925,96.25,94.6835
2018-08-14,95.9825,78375160,95.9695,96.0505,95.00
2018-08-15,94.131,153162160,95.4775,95.8105,93.4895
2018-08-16,94.326,77685060,95.197,95.25,94.1776
2018-08-17,94.111,81770960,94.29,94.40,92.7775
2018-08-20,93.8355,57086400,94.5285,94.5873,93.303
2018-08-21,94.171,61364300,94.00,94.8875,93.7203
2018-08-22,95.245,61167380,93.832,95.29,93.832
2018-08-23,95.145,70963940,95.3585,95.975,95.038
2018-08-24,95.2695,55635400,95.5255,95.8005,95.127
2018-08-27,96.384,70929920,95.75,96.385,95.4641
2018-08-28,96.641,61409640,96.8865,97.0889,96.441
2018-08-29,99.905,128647080,97.6725,99.9345,97.447
2018-08-30,100.119,145091460,99.871,101.2785,99.345
2018-08-31,100.6355,82968640,100.35,101.119,100.237
2018-09-04,101.9755,114062560,101.325,102.525,100.65
2018-09-05,99.741,163942340,101.9055,102.019,99.4945
2018-09-06,97.9155,149461720,100.3253,100.375,96.7605
2018-09-07,97.6035,97139640,96.9355,98.76,96.8675
2018-09-10,96.9505,89621820,98.55,98.652,96.5758
2018-09-11,99.3575,100335600,96.4135,99.444,95.85
2018-09-12,99.50,88146680,99.70,100.00,98.122
2018-09-13,99.4935,72107960,100.00,100.438,99.1014
2018-09-14,98.5095,71757920,99.6465,99.6824,97.961
2018-09-17,95.4015,139631000,97.7365,97.841,94.3705
2018-09-18,97.0525,84637840,95.9325,97.91,95.772
2018-09-19,96.321,80752820,97.025,97.0415,95.245
2018-09-20,97.215,62840500,96.929,97.75,96.6125
2018-09-21,95.7505,135494540,97.711,97.8655,95.5251
2018-09-24,96.718,82931260,95.1895,96.844,93.25
2018-09-25,98.7275,87033240,97.145,98.7955,96.9425
2018-09-26,98.7425,85241940,98.425,99.7625,98.076
2018-09-27,100.649,85915160,99.6618,100.8078,99.429
2018-09-28,100.15,79831480,100.2205,101.326,99.8232
2018-10-01,100.218,69154500,101.0995,101.6595,100.18
2018-10-02,98.5655,107218480,99.9995,100.6695,98.2885
2018-10-03,97.638,103344480,99.085,99.485,97.4905
2018-10-04,95.471,144810980,97.45,97.80,94.8285
2018-10-05,94.4825,136324260,95.8995,96.454,93.1415
2018-10-08,93.221,146936560,93.70,95.0998,91.5331
2018-10-09,93.516,94648600,92.9995,94.8338,92.616
2018-10-10,87.7625,217579800,92.8945,92.928,87.7205
2018-10-11,85.968,277179400,86.20,87.77,84.255
2018-10-12,89.4305,187705120,90.40,90.4475,87.1265
2018-10-15,88.0475,127212120,89.75,89.7525,86.7115
2018-10-16,90.998,116539700,89.175,91.194,88.0775
2018-10-17,91.5865,105651940,92.1395,92.25,90.35
2018-10-18,88.536,116787040,91.0745,91.5075,88.3935
2018-10-19,88.2015,117088340,89.258,90.455,87.65
2018-10-22,89.465,89626680,89.20,90.475,87.80
2018-10-23,88.435,134113720,87.112,88.817,85.70
2018-10-24,83.21,136902460,88.685,88.8855,82.828
2018-10-25,89.1085,198828940,85.167,89.7405,84.6005
2018-10-26,82.1405,298837200,82.4795,84.923,80.15
2018-10-29,76.944,275836200,83.00,83.2869,74.75
2018-10-30,76.521,247902600,74.308,77.0495,73.818
2018-10-31,79.9005,187457980,78.4995,81.1955,78.2545
2018-11-01,83.2765,161080900,81.1765,83.5223,79.922
2018-11-02,83.2765,138652880,83.9295,84.872,82.5915
2018-11-05,81.39,112314980,82.8785,82.9045,79.818
2018-11-06,82.1405,84121860,80.9175,83.25,80.7275
2018-11-07,87.7745,163335540,83.65,87.9615,83.2038
2018-11-08,87.7455,130406900,87.75,89.20,86.2555
2018-11-09,85.6215,117841160,86.625,87.196,85.0935
2018-11-12,81.8425,135273860,84.912,85.4275,81.5005
2018-11-13,81.5585,118029980,82.4645,83.8532,80.6875
2018-11-14,79.9505,128783400,82.816,83.6498,79.8535
2018-11-15,80.972,167596480,79.0505,81.241,77.3255
2018-11-16,79.6705,121143980,79.375,80.724,78.656
2018-11-19,75.6145,154827400,78.8505,79.0595,75.168
2018-11-20,74.773,216488200,71.875,76.7375,71.00
2018-11-21,75.8365,114148000,77.1495,77.50,75.75
2018-11-23,75.103,54152840,75.85,76.81,75.0905
2018-11-26,79.0665,124530620,76.95,79.2405,76.211
2018-11-27,79.071,115168820,78.7995,79.8825,77.9005
2018-11-28,83.8875,168597880,80.696,84.0725,80.0607
2018-11-29,83.6785,132008480,83.7495,84.4995,82.6166
2018-11-30,84.5085,114883360,83.975,84.80,83.325
2018-12-03,88.618,136808240,88.473,88.917,86.50
2018-12-04,83.42,173068320,87.80,88.5169,83.25
2018-12-06,84.9595,174023940,80.7435,85.0525,80.4925
2018-12-07,81.4565,150178780,85.2535,85.9463,81.273
2018-12-10,82.0515,149343180,81.192,82.8995,79.5435
2018-12-11,82.162,124356660,83.90,83.9734,80.98
